0.28561157	-0.7617591
0.57297087	-0.75154245
0.6900286	-0.8040471
0.8544822	0.5392672
0.25307363	0.56419146
-0.38405982	0.48004526
-0.17181756	-0.8539313
-0.019065395	-0.7750584
0.24690197	-0.64917505
0.5339313	-0.6706593
0.65050393	-0.73498607
0.90009767	0.57265127
0.28625125	0.6587962
-0.37731475	0.634261
-0.22274151	-0.6871077
-0.06724296	-0.637661
0.2999887	-0.7426253
0.5712081	-0.7419368
0.6868364	-0.79826474
0.89159477	0.5063845
0.29009533	0.5579395
-0.3550859	0.5056418
-0.18441851	-0.8030557
-0.036220387	-0.7443646
0.24928205	-0.68293095
0.51581115	-0.69557375
0.6346688	-0.7597436
0.8286022	0.5444697
0.2447284	0.5845476
-0.38779622	0.5362811
-0.21227439	-0.762878
-0.06050446	-0.6914096
0.2575984	-0.73172235
0.5318705	-0.7526977
0.6331477	-0.8133342
0.86687684	0.4399274
0.28410003	0.510748
-0.33821526	0.48909658
-0.21080998	-0.7896969
-0.053771384	-0.73168576
0.27338168	-0.6496584
0.5445682	-0.67661333
0.6440232	-0.7310231
0.8795219	0.4629524
0.32266974	0.54989046
-0.26446497	0.54267967
-0.15825027	-0.6811611
-0.019672118	-0.6383774
0.23091242	-0.5444692
0.50585353	-0.5859459
0.62554485	-0.65485793
0.8626784	0.7058642
0.2308925	0.7938344
-0.43239596	0.74661964
-0.267296	-0.6313442
-0.09474624	-0.5565331
0.28891295	-0.5511324
0.57690936	-0.556857
0.70459783	-0.6122181
0.87970257	0.74182475
0.26197895	0.77123237
-0.3841921	0.7092252
-0.18683034	-0.6349824
-0.035862073	-0.5744184
0.3138352	-0.46012732
0.6062936	-0.4500944
0.69670826	-0.49354863
0.8680829	0.7625214
0.29141176	0.7831639
-0.32252502	0.72549707
-0.14480259	-0.5160448
0.001255976	-0.46635094
0.30062252	-0.647005
0.6201875	-0.63358307
0.71917903	-0.6673534
0.8805361	0.6659962
0.2584737	0.6791492
-0.3852095	0.6077313
-0.17044297	-0.7123173
-0.0465253	-0.65951824
0.33181107	-0.7345462
0.6186548	-0.7344197
0.72166526	-0.7770415
0.8918581	0.4778003
0.32180655	0.5099157
-0.28471464	0.44476748
-0.106713876	-0.7977713
0.02639971	-0.7465545
0.2996143	-0.46066013
0.5793663	-0.45795053
0.6761643	-0.5030852
0.9034506	0.7837024
0.3089374	0.8357327
-0.33006242	0.7976453
-0.16487177	-0.4897651
-0.031354226	-0.4507313
0.31667304	-0.7372581
0.59792775	-0.7471373
0.71422434	-0.7953757
0.8886289	0.48929214
0.3203382	0.525876
-0.30525106	0.47534662
-0.13302653	-0.80853647
0.016141772	-0.7452185
0.29239333	-0.70217055
0.56986356	-0.7085353
0.67793876	-0.76153076
0.8843758	0.5715563
0.26549575	0.61937404
-0.38718903	0.5530771
-0.18533741	-0.77769506
-0.027367027	-0.7031646
0.22780524	-0.58684045
0.5206809	-0.61317515
0.6269958	-0.67617065
0.8563761	0.64518034
0.23838064	0.7097949
-0.42153674	0.67453915
-0.2502197	-0.6570458
-0.107711785	-0.5974411
0.24600305	-0.5983187
0.5717799	-0.5802972
0.66959774	-0.6232576
0.8469529	0.7453401
0.2147526	0.73904026
-0.4540432	0.6758467
-0.2263422	-0.6702342
-0.09250211	-0.6162048
0.25557113	-0.5985121
0.56509525	-0.60128605
0.6621294	-0.6512239
0.8793099	0.6712408
0.2583152	0.70565856
-0.398795	0.6654872
-0.21582839	-0.6499712
-0.06750754	-0.60413253
0.2615211	-0.5604091
0.5568356	-0.56603056
0.6727219	-0.6170577
0.891933	0.7217804
0.2611128	0.7667736
-0.40708035	0.7241705
-0.22304639	-0.6166008
-0.068740524	-0.56656003
0.2484238	-0.6372995
0.5275859	-0.6513935
0.6340538	-0.6999947
0.8687955	0.53732383
0.27914023	0.6212768
-0.3450559	0.5895435
-0.20754826	-0.67053217
-0.06135861	-0.62126434
0.26440847	-0.6315386
0.5749976	-0.63287085
0.66388184	-0.68091357
0.880014	0.63952196
0.26689422	0.6837404
-0.3913157	0.6368297
-0.21133049	-0.67662233
-0.082743354	-0.63987446
0.24442998	-0.7459962
0.53649855	-0.7414839
0.64364064	-0.7854382
0.85608065	0.51664424
0.25092074	0.5606601
-0.3947503	0.5192224
-0.23147672	-0.79454434
-0.08396865	-0.73429334
0.24261211	-0.36897632
0.54131204	-0.37305367
0.63963944	-0.41966802
0.7971482	0.8325999
0.21391527	0.8663597
-0.3869817	0.79682004
-0.19279586	-0.44627738
-0.07442906	-0.39301366
0.2935055	-0.65138966
0.5738223	-0.671044
0.68274087	-0.73056215
0.8883896	0.5469949
0.31034145	0.6061763
-0.30417395	0.5707298
-0.15515473	-0.718791
-0.008680275	-0.6563145
0.3020665	-0.6140283
0.5940002	-0.6140944
0.6973714	-0.6678767
0.89360255	0.6432153
0.28972265	0.68778694
-0.34874427	0.6360439
-0.17401007	-0.67182237
-0.020666914	-0.6228547
0.28084624	-0.72531646
0.5762006	-0.72788197
0.688703	-0.777055
0.8727584	0.5603492
0.26778924	0.5964951
-0.3775015	0.53124267
-0.1809973	-0.80594677
-0.042599298	-0.7356386
0.25065327	-0.650836
0.5407798	-0.66785717
0.65944207	-0.7217445
0.8888113	0.6025729
0.2591213	0.6779892
-0.4082887	0.6271467
-0.22850564	-0.70127875
-0.07428985	-0.6500125
0.34327686	-0.6703484
0.6182638	-0.67201203
0.72530407	-0.7107756
0.8971033	0.5343857
0.33413512	0.55085593
